date,summary
2023-03-16,Spdr sp 500 index etf spy puts universal health services uhs meta platforms meta and alphabet goog are new stakes established this quarter. Amazon.com amzn amzn was a 3.26 of the portfolio stake established over the two quarters through q1 2022 at prices between 136 and 185. Encompass health ehc ehc was established in q3 2021 at prices from 75 to 84.
2023-03-16,"Mamaa stocks include microsoft msft, amazon amzn alphabet goog and apple aapl. that includes the usual mamaa stock.   i.e. Apple, Microsoft, Amazon, Alphabet goog, Apple, and Apple."
2023-03-16,"There is an essential part of Amazon that keeps it going and a growth component that helps generate future sales, according to Thompson. He also says that Amazon is essential to keep it going, but there is also a growth part that keeps the company going as well.  Another aspect of 100bagger hunting that analyst thompson clark shares with mayer in his book is the case study on amazon.com inc. amzn.com/s/100bagger-hunting-case-study-on-amazon. Amazon generated adjusted operating income of 9.4 billion dollars in 2014. Amazon has an operating margin of 10.6%. Amazon has consistent roic combined with rd expense which is not entirely necessary to run their businesses. Amazon is one of the reasons why authors are hot on Google goog googl. The current deals on amazon google microsoft and meta are good for coffee can classics. If you believed they were high quality in the first place, you should hang on for the long haul.    ‘i am also throwing coffeecan classics into a bigger can.’ Amazon spent 9.2 billion on rd. in 2014. in 2013 Amazon spent $9.3 billion on digital goods.    in 2014 amazon spent $8 billion on R&D in 2013 and $9 billion in 2013. "
2023-03-16,"To track customers and the items they take, Amazon has to continuously monitor their bodies, the lawsuit says. for amazon go to successfully track its customers and to do that it has to monitor them continuously. for Amazon go to track their customers and their items. Amazon go stores collect biometric identifier information from their customers to track their movements and determine what they have purchased it says. It uses computer vision deep learning algorithms and sensor fusion that measure the shape and size of each customers body to identify them and track where they move in the stores. There is a new Amazon Go store in New York City. It opened on May 7th 2019. It's located in the New York's trendy SoHo district. It costs $99 per item.       in the online store, it's called Amazon Go. Amazon introduced its go stores in 2018 promising that customers could walk in and take whatever products they wanted off the shelves and leave without checking out without checking in. The company has more than 1,000 go stores now.      Â  Amazon only recently put up signs informing New York customers of its use of facial recognition technology more than a year after the disclosure law went into effect, according to a lawsuit filed by the New York City Council. The law requires companies to inform customers of their use of such technology."
2023-03-16,Shares of Amazon.com inc. amzn rallied 3.99 to 100.04 on Thursday. The sp 500 index spx rose 1.76 to 3960.28 and the dow Jones industrial average djia 0.40 to 32246.55. It was the stocks fourth consecutive day of gains. Amazon.com inc. closed 70.79 below its 52week high 170.83 which the company reached on March 29th. The company's 52week low was 170.82 which it reached on the 29th of March. The stock is now trading at 70:70.
2023-03-16,"Amzn amazon.com inc. 19.91 108.39 na 64.48 0 tsla tesla inc. 12.71 122.39 50.53 46.22 0 hd the home depot inc. 6.95 7.49 17.12 18.02 2.93 mcd mcdonalds corp. 4.45 16.85 31.87 25.09 2.29 nke nike inc. 3.44 7.16 33.61 37.93 1.14 low lowes cos. inc 2.86 16.45 19.68 14.35 2.13 sbux starbucks corp. 2.70 22.28 Amazon amzn and Tesla inc. tsla represent 19.9 and 12.7% of the funds asset value, respectively, compared to 12% of their respective market value. Amazon amzn represents 19% of its market value, while Tesla Inc. represents 12%. Almost one third of VCR's asset value is in two stocks amzn and tsla.   iReport.com will keep an eye on vcr.com for more information on how to invest in vcr's stock market value. iReport  "
2023-03-16,"Luxembourg tax deal constituted state aid, according to commission lawyer Paul John Loewenthal. He said it was clear that it was a clear case of state aid on his client's part.       .   in his opinion.  Luxembourg provided a measure to amazon by which allowed it to exempt the vast majority of its european profit from taxation in return for investments in luxembourg. This affected intraeu trade and distorting competition, according to the lawyer.  Amazon is appealing against Luxembourg's decision to order it to pay 250 million euros 265 million in back taxes to Luxembourg. Amazon's lawyer says the Luxembourg's commission's decision is without merit and is based on atmospherics. Amazon is appealing to the European Court of Justice to throw out the commission's appeal. He says the eu executives appeal lacked merit as it used the wrong reference framework to determine whether Amazon had a selective advantage. He cites the cjeus judgment last year on fiats tax case which said such a framework should take into account national laws.  The commission relies heavily on atmospherics to paint Amazon in a negative light and justify its decision, as it does with the commission's report on Amazon's products. The report is based on the fact that the commission uses atmosphere to justify the decision it has made."
2023-03-16,"rivian needs to scale to improve its cost of goods sold or cogs per vehicle. Amazon decided to purchase only 10k edvs out of the 100k it is committed to purchasing through 2030.rivian doesn't have time to wait until the bulk of orders arrives later. Amazons had a relatively small edv order. Highinterest rates and earlierthanexpected fundraising also didn't help.    -   for amazons.  for more information, visit amazons-online.com or call 1-800-273-8255. "
2023-03-17,"Microsoft rose 4.05 after the company announced it would be adding artificial intelligence features named copilot to apps like word powerpoint and excel. alphabet rallied 4.38, amazon added 3.99, and microsoft increased 4.5%.  "
2023-03-17, closed 71.88 short of its 52week high 170.83 which the company reached on March 29th. amazon.com inc. is worth $1.2 billion.       .   in terms of market capitalization.  Shares of Amazon.com inc. amzn 1.46 slipped 1.09 to 98.95 friday on what proved to be an allaround rough trading session for the stock market. The sp 500 index spx 0.58 fell 1.10 to 3916.64 and dow Jones industrial average djia 0.44 falling 1.19 to 31861.98.
2023-03-17, will pay out the remainder of leave time in addition to severance packages at Amazon.    .   in the groups letter pointed to companies like amazon which have said that they would pay out remainder of the leave time and also the severance package. 
2023-03-17," has always traded at a high pe ratio. amazon has always trade at high p/p ratio. Amazon has always trades at high P/P/P ratio. Amazons trade at a higher pe ratio than they have always trade high pe Ratio. Today tesla trades at multiples that were common for amazon.com inc. amzn over the last decade. Nvidia is in a league of its own today, as it trades at a much higher multiple than before. nvidia is the most popular chip maker today. Amazon and Tesla are expensive stocks, but they're the exception rather than the rule. There have been cases of expensive stocks growing into their valuations, such as Tesla and Amazon, but those cases are rare.    - Mr. Boonen."
2023-03-17," big players in the space include playstation xbox, google goog googl, amazon amzn sega and lg electronics, among others, are: playstations xbox google googl and lgs electronics, and sega are big players."
2023-03-17,"The five big tech companies grew to peak profits in 2021 with combined revenue of 1.4 trillion venture capital. Alphabet Inc. goog 2.66, googl 2.56, amazon.com inc. amzn 1.49, apple inc. aapl 0.13, meta platforms inc. 1.83, microsoft corp. msft 3.67."
2023-03-17,The current market setup continues to create entry opportunities that will make Amazon an attractive buyandhold long-term investment. Amazon has an unmatched scale and advantage in key secular verticals spanning ecommerce cloud and potentially digital ads and ai within the foreseeable future.   aienabled conversational services application in daytoday interactions remains a critical vertical in helping users stay connected with amazon and driving greater adjacent growth across its ecosystem of offerings over the longer term.    in their view in helping them stay connected to amazon.  Amazon is addressing the exact demand across the board while it continues to prioritize optimization across its core businesses. Amazon's efforts continue to complement both the industry and its own opportunities in ai developments by ensuring their sustainability over the longerterm. Amazon is addressing exact demand. i has played a critical role in enhancing cost and performance for both Awes internal operations and the enterprise cloud spending segment. Ai has long been pervasively applied across Awes' core businesses not just aws.   i is used for both its internal operations as well as for its enterprise cloud. Amorons is focusing on restoring margin expansion and cloud optimization and costcutting initiatives across all segments. The company has attractive setup for longer-term upside potential from current levels. It is likely to have a more evident impact on its earnings in the second half of the year.
2023-03-17,"U.S. companies currently hold about 3.6 trillion in cash on their balance sheets. Just the five megacap tech companies alone hold more than 500 billion worth of cash and marketable securities, according to carfang group a treasury management consulting firm u.s."
2023-03-18,"The company will need to continue to invest in its infrastructure and services to remain competitive. It faces strong competition from established players such as amazon and microsoft msft and will have to keep investing in its services and infrastructure to stay ahead of the competition.  Googl, Meta and Amazon use their data troves to serve targeted ads to users. Amazon uses its data on user purchasing behavior and interests to serve ads on its platform and offplatform sites. Googl and Meta use their vast data trove to serve tailored ads to their users. Facebook, Amazon and Googol are major players in the online advertising industry. Facebook and Amazon have different business models and approaches to advertising. Facebook is the biggest player in the industry, while Amazon is the second biggest player.   Facebook is more profitable than Amazon. Googles advertising business is facing increased competition from companies such as amazon amzn and facebook fb. Here are 5 things that are more important for Googles than competition in the advertising market. Googls needs to focus more on its core business.  Googl and Meta offer display advertising on their platforms. Amzn is mainly focused on product listings and sponsored search results on its ecommerce platform. Googl, meta and amzn offer different types of display advertising. Googles and meta offer different kinds of display ads."
2023-03-18,Amazon amzn salesforce crm and stanley black decker swk have fallen from the top spot.       in salesforce.com and salesforcecrm.com have also fallen from top positions in the market. 
2023-03-18,"The tech sector is the best performing sector this week. Google, Facebook and Amazon are big names in the sector. The market swings fueled by banking worries sent investors for cover in relative safe havens, as we have seen this week in the stock market.  "
2023-03-18,"There were 11,000 job losses at Amazon.com last year. Other firms with significant reductions to their workforces last year include stanley black decker swk mgm resorts international mgm, att t and amazon.com amzn. There will be 24 fewer people working for Amazon at the end of 2022."
2023-03-22,Scott is divorcing Jeff Bezos in 2019. Scott is worth an estimated 27 billion according to forbes scott. Scott has become one of the most closely watched u.s. philanthropists since her 2019 divorce from Bezos. Scott will focus on philanthropic activities.  Amazon shares are up 19 for the year to date compared to a 1.8 decline for the dow jones industrial average djia 0.54 and a 4.3 increase for the sp 500 index spx 0.52. Amazon shares are also up 19% compared to the Dow Jones Industrial Average DJia and the S&P 500 Index spx. Scott walked away from her marriage to Bezos with a 4% stake in Amazon. She was the fourth richest woman in the world at the time. She is now married to Bezozo.    i.e. he is Bezos' husband. 
2023-03-22,"Amazon has made big investments in Alexa since its launch in 2014. Jeff Bezos saw voice as key to how people would interact with computers in the future. He assigned top talent to grow the technology at the direction of Alexa's founder, Jeff Bezos.  Amazon wants to put Alexa everywhere as it looks to cement its presence in the smart home market. Amazon is making tvs a bigger focus of its push to put alexa everywhere as part of the push to become a major player in this market.  Amazons sees an opportunity to transform the tv into an extralarge smart display that always has the latest app available on it. Amazon is working on the project with the TV company.    iReport.com will let you know more about it.  Watching Amazon TV is next step for company to move into internet of things, as it's next step in company's move into Internet of Things.   iReport.com will let you know more about the company's plans for this new venture.  Smart TVs are the fastest growing part of the company's fire tv business. It also includes streaming sticks and the fire tv cube a streaming box with alexa. Dave limp amazons hardware chief told cnbc in an interview that smart TV is the fastest-growing part of their business."
2023-03-22,The omni-qled series features what Amazon calls the fire tv ambient experience that lets customers engage with apps on their tvs that include spotify technology spot 1.18. Amazon calls it the Fire TV Ambient Experience (FTE) and it's available on Amazon's Fire TV. Amazon.com inc. amzn 1.70 on Wednesday said it is expanding its fire tv line with new sizes of the highend fire tv omni qled series and a 200 option called the fire tv 2series. The fire tv is available in black and white.
2023-03-22,"Amazons partnership with Nasdaq to migrate its north American trading systems to the cloud shows Amazon is at the cutting edge of cloud infrastructure capabilities in cloud infrastructure.      Â   .   i   in the cloud.  Cloud computing is one of the fastest growing segments of the tech sector. Microsoft, Nasdaqmsft and Amazon have had a healthy start to 2023 despite rising macroeconomic risks, according to Jian. Jian is a fan of cloud titans microsoft and Amazon. Amazons is at the forefront of innovation when it comes to migration services and tools for clients to manage the transition to the cloud. It offers migration services, tools and services for clients. It also offers cloud migration services. It's also a provider of cloud migration tools. Azure has a current market share of 23%, while amazons has 23%. The growth outlook for cloud infrastructure is underpinned by long-term secular drivers including digital transformation, remote working productivity, and cost efficiency.    .       will focus on ecommerce market leadership over short-term profitability. It's clear that amazon is playing the long game here instead of focusing on profit and on e-commerce market growth.    for the long-term.  for short-time profitability. "
2023-03-22,"Sara Doody is the founder of career strategy lab. She has helped clients land jobs at companies like microsoft amazon salesforce nordstrom spotify and blue origin. She reminds herself to not focus on perfection and the power of compound progress when she gets stuck. Most people approach brainstorming incorrectly, according to an organizational psychologist professor at the Wharton school at the university of Pennsylvania and author of books including think again. Adam Grant recommends writing down your ideas down first before the meeting, as he said in an interview with amazon."
2023-03-22,"Amazon.com inc. is now consider amazon web services instead of Amazon.com. Inc. (www.amzn.com/s/amazon-com-inc-s/welcome-to-the-amazons-web-services. It's possible to think of amazons retail business or aws costco cost or netflix nflx as examples of business ideas that could be relevant to this topic.       in this case it's ""amazingons"" business.  For Amazon it allows them to lower their contract prices. This will allow them to continue to gain market share and keep up their market share. For Amazon it also allows them the ability to lower the prices of their products. For aws, it means they can keep increasing market share in the market."
2023-03-22," of Amazon continues to destock inventories. This was the driver of the big miss and weak fy 2023 guidance, according to the report. The report also mentions that Amazon destocks inventories are the reason for the miss and the weak 2023 financial results.  the management team misgauged how much Amazon is destocking its inventories. Amazon is overstocking its inventory. Amazon. Amazon's stock. Amazon has overstocked inventories on Amazon's inventory on its stock on Amazon.    Amazons stock."
2023-03-22,Shares of Amazon.com inc. amzn 1.64 slipped 1.90 to 98.70 on Wednesday. The sp 500 index spx fell 1.65 to 3936.97 and dow jones industrial average djia 0.56 falling 1.63 to 32030.11. Amazon's stock closed 72.13 below its 52week high 170.83.
2023-03-22,"Amos' ability to innovate and dominate across multiple business lines and strong brand recognition and customer loyalty position the company for long-term success.   Amos is a company with a rich history of innovation and dominance in its various business lines as well as brand recognition.   growth demonstrates the continued demand for cloud computing services. Amazons dominance in this market.    for the cloud computing service.  for cloud services.  For more information visit: www.amazons.com/cloud-computing-services. Amazon Web Services offers developers and businesses a wide range of ondemand technology services including compute storage database analytics and machine learning services. Amazon Web Services is available on Amazon.com and on Amazon's Web Services Installing Service (AWS). It is available in English and in German. Amos has a dominant position in the north American market and success in the aws segment. There are challenges in expanding globally and managing currency fluctuations, but the company is well positioned for continued growth in the future, according to the company's CEO.   Amazon is a disruptor with outstanding revenue growth and enormous potential for further growth thanks to continuous innovation and the introduction of new business lines with large addressable markets. Amazon is valued at over $100 billion. Amazon has a potential to reach $200 billion in revenue."
2023-03-22,"GCP is the third largest public cloud provider. It still trails rivals azure and aws amzn by wide margins, however, and is still not as big as it was in the early 1990s, when it was the No. 3 cloud provider in the world."
2023-03-22,"The new pay rate for Amazon workers is an insult, according to Amanda gearing, a senior organiser of gmb the union which represents more than 500 amazon workers, who are angry about the new rate. The union is not satisfied with the pay increase. Amazon's minimum pay has risen by 10% in the last 7 months and 37% since 2018, according to the company's statement. The minimum wage has also risen by more than 37% in that time since 2018. The increase is due to an increase in the minimum wage. Amazon last year raised UK hourly wages by 50 pence to between 10.50 and 11.45 pence per hour. The new increase will depend on locations and start from April, but it will be higher depending on location. It will be between 10 and 11 pence.  workers are demanding 15 pounds an hour to cope with a costofliving crisis that has sparked strikes across sectors in britain over the last several months. The union had said the amazon coventry workers want 15 pounds per hour. The Amazon offer is not negotiable. Amzn.o raised the minimum starting pay for its employees at its UK operations by up to 50 pence to between 11 pounds 13.50 and 12 pence per hour. The move has angered the company's union, which had demanded a bigger hike."
2023-03-22," the expansion reflected demand for amazons contactless technology despite macroeconomic headwinds, he said. The expansion reflected the demand for ampersand technology, he added. The growth reflected the growth of the Ampersand contactless industry, and the expansion of the market. Some jobs are being cut at Amazon Web Services. Kumar is a part of the cloudcomputing unit of which he's a part and he's worried about the job losses there.    i.e. at Amazon's cloud computing unit, of which Kumar is part.  Amzonons will eliminate 9000 more jobs, bringing the total number of job cuts since November to 27,000. Amzonons is trying to make the company leaner and more efficient, but it will eliminate more jobs as part of its effort at this effort. Palmscanning or cashierless checkout technology is in more than 200 establishments in and outside Amazon.com, a vice president told reuters. Amazon is a supplier of palm scanning technology to Amazon's e-tailer, which is a competitor of Amazon. Panera Bread unveiled amazon one devices which let customers scan their palms to pay for two locations in greater St. louis on Wednesday. The device works by scanning the customer's palm with the touch screen.    for panera bread in the United States."
2023-03-23," has successfully navigated the changing landscape over the last decade and pivoted towards ecommerce. Other retailers struggled to survive as they competed against amazons amzn increasing dominance, as she has done here.    .   for confidential support call the National Suicide Prevention Lifeline on 1-800-273-8255."
2023-03-23,Consumers taking their business online threaten the weakest links in the tenants lineup as the likes of amazon amzn and other online competitors are rapidly eating up market share.    i.e. Amazon amzn is the biggest online retailer in the U.S.
2023-03-23,"Amzn is now a large top three 5.25% of the portfolio position. amazon.com inc. is one of the most popular online retailers in the world. It is worth over $1.5 billion.    i   in terms of value.  the number of holdings decreased from 88 to 53. The largest five individual stock positions are visa amazon.com, elevance health mckesson and microsoft. The number of shares is 53, down from 88 in 2010 to 53 in 2013.  "
2023-03-23,Shares of Amazon.com inc. amzn 1.87 inched 0.01 higher to 98.71 thursday on what proved to be an allaround positive trading session for the stock market with the sp 500 index spx 0.41 rising 0.30 to 3948.72 and the dow jones industrial average djia 0.63 rises 0.23 to 32105.25. Amazon's stock closed 72.12 short of its 52week high 170.83.
2023-03-23,"Some big internet companies are increasingly being viewed as defensive names. Amazon will be overhired in 2021 and 2022, according to rohit kulkarni of roth capital partners. in this video, he shares some of the articles he has shared. "
2023-03-23,"In his previous article on Amazon.com, Hjbc highlighted the progress the company has made in efficiency improvements and streamlining of costs. hjbc.com shares are trading on Nasdaq-Nasdaq Nasdaq AMZN.com.   is an attractive long-term investment thesis.   i think that there is no doubt that amazon is attractive long term investment. i think it's an attractive investment thesis    for the long-time investors.  i believe it's attractive.  i is looking to enter a position in Amazon based on the buy alert i sent out and the reasons for buying the stock. i recently shared with members of outperforming the market that i am looking to buy Amazon. i is looking for shares based on buy alert.  In this article, I aim to share more about my growing optimism for Amazon and share more details about my hopes for the company.    i hope to talk more about the future of Amazon.  i aim to talk about the development of Amazon's e-commerce business. Amazon is taking significant actions in the headcount reductions front to become a leaner company over time, as the conclusion of the report states. Amazon is cutting headcounts in order to become leaner over time. Amazon will reduce headcount in line with the company's goals."
2023-03-23,"Amazon announced 9000 job cuts on Monday following 18,000 layoffs in January. walmarts ecommerce rival Amazon announced the same thing on Monday. Amazon is Walmarts' main competitor. Amazon announced 18000 job cuts in January, walmart announced 9,000 in February. Amazons has cancelled and delayed the opening of new warehouses. Some online sales shifted back to stores as some customers went back to shopping in stores instead of shopping online.      Â   .   for confidential support call the Samaritans. "
2023-03-23,"Shares of Apple, Walt Disney, Amazon, Amazon.com, paramount global para 4.94 gained 2.6, but they all outperformed the sp 500 spx 0.40. New York lawmakers are considering a sales tax on streaming services such as Netflix to raise money for the metropolitan transportation authority."
2023-03-23,Netflix is not an add-on company. Netflix is not expected to be as impacted by weaker ad spending as amazon amzn meta platforms meta or alphabet goog googl. Netflix will not be affected as much as Amazon amzn or Alphabet goog. 
2023-03-23,"Amzn doesn't have any earnings to value it against, so it can't be compared to other companies' earnings. It's not even valued against any other company's earnings. Amazon is valued against no one's earnings at all, so there's no value to it."
2023-03-23,"Mad money host Jim Cramer weighs in on stocks including reliance steel, semi world wrestling entertainment, blackstone, prudential financial catalent and amazon. in this video. He recommends nucors better than reliance steel and taiwan better than them."
2023-03-24,The ftc has been investigating Amazon since 2021. Amazon is accused of using deceptive signup and cancellation practices with prime and other subscriptions. Amazon has denied the allegations.    i.e. they do not use such practices with Prime and other subscription services. 
2023-03-24,"Amorons stock has underperformed the sp and its big tech peers since the start of 2020. The answer lies in what happened to the company's profitability during that time frame. Amorons missed profit in the last financial year, according to Techcheck weekly."
2023-03-24,"FTC's emerging interest in cloud computing provides a new source of risk for cloud computing companies. Microsoft, Amazon, Alphabet googl and oracle orcl are some of the largest tech names in the field.    Microsoft ticker msft, amazon amzn alphabet googl, and oracles googl are among them.  The Amazon Web Services is the largest player in cloud computing. Amazon and Khan have a long-standing dispute over Amazon's ownership of the Amazon Web Service.    Khan and Amazon have been at odds for a long time, especially in the Middle East. Amazon asked Khan to recuse herself on any matters involving the company in 2021. Khan has written about the company before and she's been critical of it in the past. She's not obliged to do so this time.   in 2021 amazon asked her to do that. The drizly data was stored on Amazon web services. Amazon was not a party to the complaint, but it stored the data on the Amazon Web Services, which is not a part of the complaint.    .   i   in this case, the data was not stored on amazon. In a 2017 article for the yale law journal called amazons antitrust paradox she asserted that elements of the firms structure and conduct pose anticompetitive concern, but it has escaped antitrust scrutiny so far. She wrote that the law is not clear if they pose an antitrust concern."
2023-03-24,"Amazons Sap met guidance for full year 2022 with cloud revenue increasing 24% from a year ago, according to the company's report. Amazon's cloud revenue increased by 24% year-on-year, compared to the previous year.     Millions of employees have been laid off since the start of the year. Tech giants from microsoft and google to amazon sap and more have laid off thousands of employees. beata zawrzel nur photo getty images from the u.s. to Europe and asia."
2023-03-24,"Amzn is currently the second largest position at 6 of the portfolio at 6th place. amazon.com is the second most valuable company in the portfolio.   iReport.com: Are you a fan of Amazon.com? Share your photos and videos.  The number of positions decreased from 45 to 41. The top five stakes are Charles Schwab, amazon.com, henry schein microsoft and equifax. The number of people in the top 41 positions decreased.   Â   "
2023-03-24,Shares of Amazon.com inc. amzn 1.86 shed 0.59 to 98.13 on Friday on what proved to be an allaround favorable trading session for the stock market. The sp 500 index spx rose 0.42 to 3970.99 and the dow jones industrial average djia 0.61 rising 0.41 to 32237.53.
2023-03-25,"fs are trying to reintroduce faang stocks, which refers to the five popular tech companies: Facebook, Amazon, Netflix, nflx and alphabet goog. Robbenbluth explains it's difficult to build etfs with exposure to only bigcap stocks."
2023-03-25,"Amazon inked a partnership with panera bread for its palmswiping technology with biometric scanners set to roll out to dozens of locations. elsewhere amazon has partnered with Panera Bread for its biometric scanning technology with its biometrics technology.  Amzn announced it will eliminate another 9000 positions adding to the 18,000 layoffs announced in January. 42 comments are needed to mark the latest round of job cuts at Amazon and Nasdaqamzn's website.    .   i   in the comments section."
2023-03-26," is one of the top ten holdings at Blackrock. Tech names are well represented in the top 10 holdings at blackrock, microsoft msft, amazon amzn, apple aapl and alphabet goog, and goog is well represented here."
2023-03-26,"""The Lost King"" with Sally Hawkins and Steve Coogan debuted with 575,000 in 753 locations. ""1.88 mgm"" grossed 834,000. ""Lost King"" came out in cinemas on November 1st. "
2023-03-26,"Aapl and amzn have launched speakers in recent years focused on technological integration rather than sound and build quality. Aapl launched speakers focused on technology rather than on sound quality, while amzn launched speakers focusing on sound integration, rather than the quality of the speaker."
2023-03-27,"Microsoft, Apple, Alphabet goog and Amazon account for a large part of the portfolio of the Vance's fund.    i.e. microsoft, apple, aapl, goog, amazon, and amazon are the most important companies. "
2023-03-27," oneweb competes with a range of companies including elon musks spacex amazon and inmarsat. onewebs.com is a division of Oneweb, a company based in New York. It's owned by Eric Schmidt. Oneweb faces stiff competition from the likes of spacex and amazon. oneweb is a social networking website. Oneweb offers content from a variety of platforms.    oneweb.com is available in English and Spanish. "
2023-03-27,"Amzn is now a large top five 8.85% stake in the portfolio. Amazon.com inc. is one of the top five most valuable companies in the world, with a market value of over $1.5 trillion.    .   the largest five positions are microsoft jd.com meta platforms amazon.com and workday.com. The largest position is microsoft JD.com Meta Platforms. The second largest is amazon, Amazon, workday, and the third position is the largest position."
2023-03-27,"Amazon allows them to gain insights on which of their products are most relevant to customers and replicating them. This has put pressure on established players.   - The New York Times. The Times reports that this has put Amazon in a position of power.  Amzon is a provider of the online platform to independent retailers and a competitor with its own products. Regulators are concerned about the company's double role as a provider and competitor of the platform and a supplier of the products.      Â The ftc is preparing to take action against Amazon on several issues, including its acquisition of irobot. According to a report on March 20th, the ftc will challenge Amazon's deal with robot maker, iRobot, on antitrust grounds.   used marketplace retailers data to adjust its own offers and business strategy. In the past the eu commission investigated amazon and it found an alleged misuse of data which was used by amazon to adjust the company's own offers, business strategy and marketing strategy.  Amazon may break away from a deal that may have become too expensive due to the current macroeconomic conditions. A suit could be the perfect excuse for Amazon to break away, as it could be cheaper than the current deal. Amazon is currently looking for a new suit."
2023-03-27,"He runs a consultancy business that advises entrepreneurs on how to sell products on the online marketplace and navigate unforeseen issues with their amazon account. He is based in New York and has a team of around 10 people working for him. For more information, visit his website.  rosenberg is a well-known figure in the world of amazon thirdparty sellers. He is based in brooklyn and has a large following on the Amazon website. He sells products on Amazon through third parties. He has a lot of followers on the website. An influential consultant for Amazon sellers admitted on Monday to bribing employees of the ecommerce giant for information to help his clients boost sales and get their suspended accounts reinstated. He will be sentenced on November 29, 2021 in New York City's New York's Rikers Island. Amazon has systems in place to detect suspicious behavior and teams that work to stop prohibited activity on the marketplace, a spokesperson told cnbc in a statement. The company has a team that stops prohibited activities on the marketplaces, the spokesperson added.   Amazons invests hundreds of millions of dollars per year to ensure products are safe and compliant, according to the company's own statement. The company claims to have invested billions of dollars in this way since the 1990s.      Â "
2023-03-27,David Risher will be the new CEO of Uber from April 17th. Green will step aside as the chair of the board and will be replaced by David Risher. Risher was a former retail executive at Amazon and is a former COO of Uber. 
2023-03-27,"Amazon, Google, Microsoft, oracle orcl and google are working closely with Nvidia nvda to pursue the latest breakthrough in cloudbased ai supercomputing, according to a report.       Google and Nvidia are working together to pursue this breakthrough."
2023-03-27,"The latest round of cuts would mainly affect amazon web services people experience and technology solutions advertising and twitch, according to amazon chief executive andy jassy.    i.e. Amazon's Web Services People Experience and Technology Solutions Advertising and Twitch.  Last week amazon.com was the most popular e-tailer on Amazon.com. This week it's no longer the most-popular e-retailer on the site. It's now the second-ranked e-trending site.  Amorons stock dips 1 as another 9000 layoffs announced. It was a difficult decision but one that is best for the company long term, according to Jassy in a memo to staff.    Amoron's stock dipped 1 as a result of the announcement. Just over 400 people will be laid off from the live streaming service amazons twitch.com, according to a blog post by the company's ceo Dan Clancy.  i.e. the employees of the company that owns the Twitch streaming service will lose their jobs. Inc. amzn announced that it was eliminating another 9000 jobs in addition to the 18000 layoffs the company announced in january, and it will eliminate another 18,000 jobs.   iReport.com: Are you employed by amzn? Share your story."
2023-03-27,"Amazons Web Services aws was a beneficiary of massive b2b cloud infrastructure spending. Amazon.com is a provider of Amazon Web Services Aws. Amazon Web Service is a cloud-based service provider. Amazon is a seller of cloud-related services. The pandemic was a boon to Amazon and Nasdaqamzn during the time of the pandemic. rezusistock via getty images is republished by request from Reza Sayah. Reza is the founder and CEO of Reza Media. Amazon needs to make an operating profit in North America to eke out a profit there. Amazon needs to earn more money there to make a profit. Amazon is not profitable there yet. Amazon has a lot of operations there, however. Amazon's profits are not very profitable. Amazon has over 200 million prime members, a stranglehold on ecommerce and global cloud market, a burgeoning advertising business, and an iron in the fire with buy with prime. Long-term investors can take solace that Amazon has a stranglinghold on the us ecommerce market and a growing advertising business. According to Amazon, Amazon.com is the world's largest retailer of books and e-books. It also sells music and video content.   It sells books and movies.  It also offers music and videos on its website. It sells music, movies and books."
2023-03-27,"Amazon expanded the functionality and access of the button a few months ago. It gives greater access to merchants to use amazons fba business model to sell their goods on Amazon.com. The button is available to anyone with access to Amazon's fba service. Amzn buy with prime button is a threat to shopify as it makes it possible for customers to purchase the goods that online merchants are selling with their prime accounts which bypasses shopify at all. Shopify is working on a solution to this problem.  Shopify is in talks with Amazon but no deal has been made so far. Nothing stops merchants from moving to other platforms and integrating Amazon's prime functionality to drive sales, as there are reports Shopify is interested in doing.    iReport.com."
2023-03-27,"Shares of Amazon.com inc. amzn 1.72 slipped 0.09 to 98.04 monday. This was the stocks second consecutive day of losses. The sp 500 index spx rose 0.44 and the dow jones industrial average djia rose  0.60. .com closed 72.79 short of its 52week high 170.83 which the company achieved on March 29th. amazon.com inc. shares closed at $170.83 today.    - for confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here."
2023-03-27,"The Nasdaq 100 etf qqq is composed of tech stocks xlk with 25% of the weight in microsoft msft and apple aapl, consumer discretionary stocks xly with about 10% in amazon amzn and tesla tsla, and communication stocks xlc with about 11%."
2023-03-27,"'s practices have increased prices for items sold on the company's own platform. A separate private consumer suit is pending in seattle federal court. It's also alleging the same thing.    i   in this case.  in which the company is accused of increasing prices for its products. Amzn.o must face consumer claims that its pricing practices artificially drove up the cost of goods sold by other retailers in violation of U.S. antitrust law, a federal judge has ruled. The company's logo is seen at the company logistics center in Lauwinplanque northern France.  the case is framewilson et al v. amazon.com inc u.s. district court western district of washington no. no. 1.    for the plaintiffs.  For the defendants, see the court's website.  Lawyer for the proposed class says Amazon's main arguments are rejected and it's good news for tens of millions of consumers who have been overcharged by Amazon. Steve Berman of Hagens Berman Sobol Shapiro is the lead attorney for the class.    U.S. attorneys general in California and Washington have sued Amazon over pricing policies. Amazon has denied the allegations.    i.e. they do not have a monopoly on Amazon's services. i.a.p.c. also have sued amazon over pricing policy."
